Name,Description,URL,Created At,Updated At,Homepage,Size,Stars,Forks,Issues,Watchers,Language,License,Topics,Has Issues,Has Projects,Has Downloads,Has Wiki,Has Pages,Has Discussions,Is Fork,Is Archived,Is Template,Default Branch
cs-video-courses,List of Computer Science courses with video lectures.,https://github.com/Developer-Y/cs-video-courses,2016-10-21T17:02:11Z,2023-09-21T11:41:27Z,,487,60200,8465,4,60200,,,"['algorithms', 'bioinformatics', 'computational-biology', 'computational-physics', 'computer-architecture', 'computer-science', 'computer-vision', 'database-systems', 'databases', 'deep-learning', 'embedded-systems', 'machine-learning', 'quantum-computing', 'reinforcement-learning', 'robotics', 'security', 'systems', 'web-development']",False,True,True,True,False,False,False,False,False,master
stable-diffusion,A latent text-to-image diffusion model,https://github.com/CompVis/stable-diffusion,2022-08-10T14:36:44Z,2023-09-21T10:49:46Z,https://ommer-lab.com/research/latent-diffusion-models/,43676,60139,9264,543,60139,Jupyter Notebook,NOASSERTION,[],True,True,True,True,False,False,False,False,False,main
awesome-machine-learning,"A curated list of awesome Machine Learning frameworks, libraries and software.",https://github.com/josephmisiti/awesome-machine-learning,2014-07-15T19:11:19Z,2023-09-21T11:07:19Z,,2538,60101,14187,1,60101,Python,NOASSERTION,[],True,False,True,False,True,False,False,False,False,master
redux,Predictable state container for JavaScript apps,https://github.com/reduxjs/redux,2015-05-29T23:53:15Z,2023-09-21T07:42:59Z,https://redux.js.org,29080,59933,15441,51,59933,TypeScript,MIT,['redux'],True,False,True,False,True,True,False,False,False,master
the-algorithm,Source code for Twitter's Recommendation Algorithm,https://github.com/twitter/the-algorithm,2023-03-27T14:57:57Z,2023-09-21T11:04:02Z,https://blog.twitter.com/engineering/en_us/topics/open-source/2023/twitter-recommendation-algorithm,7803,59885,12159,378,59885,Scala,AGPL-3.0,[],True,True,True,False,False,False,False,False,False,main
nest,"A progressive Node.js framework for building efficient, scalable, and enterprise-grade server-side applications with TypeScript/JavaScript 🚀",https://github.com/nestjs/nest,2017-02-04T20:12:52Z,2023-09-21T11:32:48Z,https://nestjs.com,306186,59739,7136,84,59739,TypeScript,MIT,"['framework', 'hacktoberfest', 'javascript', 'javascript-framework', 'microservices', 'nest', 'nestjs', 'node', 'nodejs', 'nodejs-framework', 'typescript', 'typescript-framework', 'websockets']",True,True,True,True,False,False,False,False,False,master
vite,Next generation frontend tooling. It's fast!,https://github.com/vitejs/vite,2020-04-21T05:03:57Z,2023-09-21T11:03:59Z,http://vitejs.dev,35082,59717,5325,577,59717,TypeScript,MIT,"['build-tool', 'dev-server', 'frontend', 'hmr', 'vite']",True,True,True,False,False,True,False,False,False,main
atom,:atom: The hackable text editor,https://github.com/atom/atom,2012-01-20T18:18:21Z,2023-09-21T08:25:17Z,https://atom.io,330585,59619,18352,994,59619,JavaScript,MIT,"['atom', 'editor', 'electron', 'javascript', 'linux', 'macos', 'windows']",True,False,True,False,False,True,False,True,False,master
keras,Deep Learning for humans,https://github.com/keras-team/keras,2015-03-28T00:35:42Z,2023-09-21T10:54:54Z,http://keras.io/,37098,59372,19411,274,59372,Python,Apache-2.0,"['data-science', 'deep-learning', 'machine-learning', 'neural-networks', 'python', 'tensorflow']",True,True,True,True,False,False,False,False,False,master
github-readme-stats,:zap: Dynamically generated stats for your github readmes,https://github.com/anuraghazra/github-readme-stats,2020-07-09T10:34:22Z,2023-09-21T11:40:41Z,https://github-readme-stats.vercel.app,3450,59198,18654,279,59198,JavaScript,MIT,"['dynamic', 'hacktoberfest', 'profile-readme', 'readme-generator', 'readme-stats', 'serverless']",True,True,True,False,False,True,False,False,False,master
markdown-here,"Google Chrome, Firefox, and Thunderbird extension that lets you write email in Markdown and render it before sending.",https://github.com/adam-p/markdown-here,2012-05-13T03:27:22Z,2023-09-21T10:04:29Z,http://markdown-here.com,16027,59154,11444,325,59154,JavaScript,MIT,[],True,True,True,True,True,False,False,False,False,master
angular.js,AngularJS - HTML enhanced for web apps!,https://github.com/angular/angular.js,2010-01-06T00:34:37Z,2023-09-20T09:51:33Z,https://angularjs.org,101744,59090,28096,464,59090,JavaScript,MIT,[],True,True,True,True,False,False,False,True,False,master
socket.io,Realtime application framework (Node.JS server),https://github.com/socketio/socket.io,2010-03-11T18:24:48Z,2023-09-21T10:16:14Z,https://socket.io,18160,58999,10220,94,58999,TypeScript,MIT,"['javascript', 'nodejs', 'socket-io', 'websocket']",True,True,True,False,True,True,False,False,False,main
ansible,"Ansible is a radically simple IT automation platform that makes your applications and systems easier to deploy and maintain. Automate everything from code deployment to network configuration to cloud management, in a language that approaches plain English, using SSH, with no agents to install on remote systems. https://docs.ansible.com.",https://github.com/ansible/ansible,2012-03-06T14:58:02Z,2023-09-21T10:28:23Z,https://www.ansible.com/,249877,58604,23681,843,58604,Python,GPL-3.0,"['ansible', 'hacktoberfest', 'python']",True,True,True,False,False,False,False,False,False,devel
architect-awesome,后端架构师技术图谱,https://github.com/xingshaocheng/architect-awesome,2018-04-06T13:30:58Z,2023-09-21T10:58:23Z,,3080,58494,17807,63,58494,,,[],True,True,True,True,False,False,False,False,False,master
awesome-react,A collection of awesome things regarding React ecosystem,https://github.com/enaqx/awesome-react,2014-08-06T05:31:44Z,2023-09-21T08:40:13Z,,2480,58204,6887,5,58204,,,"['awesome', 'awesome-list', 'javascript', 'react', 'react-apps', 'react-native', 'react-tutorial', 'samples', 'tutorial', 'typescript']",True,False,True,False,False,False,False,False,False,master
devops-exercises,"Linux, Jenkins, AWS, SRE, Prometheus, Docker, Python, Ansible, Git, Kubernetes, Terraform, OpenStack, SQL, NoSQL, Azure, GCP, DNS, Elastic, Network, Virtualization. DevOps Interview Questions",https://github.com/bregman-arie/devops-exercises,2019-10-03T17:31:21Z,2023-09-21T10:55:26Z,,4600,58131,12289,42,58131,Python,NOASSERTION,"['ansible', 'aws', 'azure', 'coding', 'containers', 'devops', 'docker', 'git', 'interview', 'interview-questions', 'kubernetes', 'linux', 'openstack', 'production-engineer', 'prometheus', 'python', 'sql', 'sre', 'terraform']",True,True,True,True,True,True,False,False,False,master
Front-end-Developer-Interview-Questions,"A list of helpful front-end related questions you can use to interview potential candidates, test yourself or completely ignore.",https://github.com/h5bp/Front-end-Developer-Interview-Questions,2012-02-09T23:34:10Z,2023-09-21T09:08:15Z,https://h5bp.org/Front-end-Developer-Interview-Questions/,5484,57845,10979,38,57845,Nunjucks,MIT,"['css-questions', 'front-end', 'html-questions', 'interview-questions', 'interview-test', 'js-questions']",True,False,True,False,True,True,False,False,False,main
jquery,jQuery JavaScript Library,https://github.com/jquery/jquery,2009-04-03T15:20:14Z,2023-09-21T10:50:49Z,https://jquery.com,32910,57816,20863,87,57816,JavaScript,MIT,['jquery'],True,False,False,True,False,True,False,False,False,main
33-js-concepts,📜 33 JavaScript concepts every developer should know.,https://github.com/leonardomso/33-js-concepts,2018-09-04T13:27:04Z,2023-09-21T10:58:56Z,,856,57702,8149,74,57702,JavaScript,MIT,"['angular', 'concepts', 'es6', 'es6-javascript', 'hacktoberfest', 'javascript', 'javascript-closures', 'javascript-engines', 'javascript-programming', 'nodejs', 'primitive-types', 'programming', 'react']",True,True,True,True,False,False,False,False,False,master
nocode,The best way to write secure and reliable applications. Write nothing; deploy nowhere.,https://github.com/kelseyhightower/nocode,2018-02-06T23:54:00Z,2023-09-21T11:32:01Z,,5,57679,4694,4361,57679,Dockerfile,Apache-2.0,[],True,True,True,True,False,False,False,False,False,master
awesome-interview-questions,:octocat: A curated awesome list of lists of interview questions. Feel free to contribute! :mortar_board: ,https://github.com/DopplerHQ/awesome-interview-questions,2015-11-28T09:48:17Z,2023-09-21T09:35:59Z,https://doppler.com,1096,57501,7684,24,57501,,,"['android-interview-questions', 'angularjs-interview-questions', 'awesome', 'awesome-list', 'awesomeness', 'interview-practice', 'interview-questions', 'interviewing', 'javascript', 'javascript-interview-questions', 'list', 'python-interview-questions', 'rails-interview', 'ruby']",True,True,True,True,False,False,False,False,False,master
lodash,"A modern JavaScript utility library delivering modularity, performance, & extras.",https://github.com/lodash/lodash,2012-04-07T04:11:46Z,2023-09-21T10:22:48Z,https://lodash.com/,48144,57483,7086,3,57483,JavaScript,NOASSERTION,"['javascript', 'lodash', 'modules', 'utilities']",True,True,True,True,False,True,False,False,False,main
funNLP,"中英文敏感词、语言检测、中外手机/电话归属地/运营商查询、名字推断性别、手机号抽取、身份证抽取、邮箱抽取、中日文人名库、中文缩写库、拆字词典、词汇情感值、停用词、反动词表、暴恐词表、繁简体转换、英文模拟中文发音、汪峰歌词生成器、职业名称词库、同义词库、反义词库、否定词库、汽车品牌词库、汽车零件词库、连续英文切割、各种中文词向量、公司名字大全、古诗词库、IT词库、财经词库、成语词库、地名词库、历史名人词库、诗词词库、医学词库、饮食词库、法律词库、汽车词库、动物词库、中文聊天语料、中文谣言数据、百度中文问答数据集、句子相似度匹配算法集合、bert资源、文本生成&摘要相关工具、cocoNLP信息抽取工具、国内电话号码正则匹配、清华大学XLORE:中英文跨语言百科知识图谱、清华大学人工智能技术系列报告、自然语言生成、NLU太难了系列、自动对联数据及机器人、用户名黑名单列表、罪名法务名词及分类模型、微信公众号语料、cs224n深度学习自然语言处理课程、中文手写汉字识别、中文自然语言处理 语料/数据集、变量命名神器、分词语料库+代码、任务型对话英文数据集、ASR 语音数据集 + 基于深度学习的中文语音识别系统、笑声检测器、Microsoft多语言数字/单位/如日期时间识别包、中华新华字典数据库及api(包括常用歇后语、成语、词语和汉字)、文档图谱自动生成、SpaCy 中文模型、Common Voice语音识别数据集新版、神经网络关系抽取、基于bert的命名实体识别、关键词(Keyphrase)抽取包pke、基于医疗领域知识图谱的问答系统、基于依存句法与语义角色标注的事件三元组抽取、依存句法分析4万句高质量标注数据、cnocr：用来做中文OCR的Python3包、中文人物关系知识图谱项目、中文nlp竞赛项目及代码汇总、中文字符数据、speech-aligner: 从“人声语音”及其“语言文本”产生音素级别时间对齐标注的工具、AmpliGraph: 知识图谱表示学习(Python)库：知识图谱概念链接预测、Scattertext 文本可视化(python)、语言/知识表示工具：BERT & ERNIE、中文对比英文自然语言处理NLP的区别综述、Synonyms中文近义词工具包、HarvestText领域自适应文本挖掘工具（新词发现-情感分析-实体链接等）、word2word：(Python)方便易用的多语言词-词对集：62种语言/3,564个多语言对、语音识别语料生成工具：从具有音频/字幕的在线视频创建自动语音识别(ASR)语料库、构建医疗实体识别的模型（包含词典和语料标注）、单文档非监督的关键词抽取、Kashgari中使用gpt-2语言模型、开源的金融投资数据提取工具、文本自动摘要库TextTeaser: 仅支持英文、人民日报语料处理工具集、一些关于自然语言的基本模型、基于14W歌曲知识库的问答尝试--功能包括歌词接龙and已知歌词找歌曲以及歌曲歌手歌词三角关系的问答、基于Siamese bilstm模型的相似句子判定模型并提供训练数据集和测试数据集、用Transformer编解码模型实现的根据Hacker News文章标题自动生成评论、用BERT进行序列标记和文本分类的模板代码、LitBank：NLP数据集——支持自然语言处理和计算人文学科任务的100部带标记英文小说语料、百度开源的基准信息抽取系统、虚假新闻数据集、Facebook: LAMA语言模型分析，提供Transformer-XL/BERT/ELMo/GPT预训练语言模型的统一访问接口、CommonsenseQA：面向常识的英文QA挑战、中文知识图谱资料、数据及工具、各大公司内部里大牛分享的技术文档 PDF 或者 PPT、自然语言生成SQL语句（英文）、中文NLP数据增强（EDA）工具、英文NLP数据增强工具 、基于医药知识图谱的智能问答系统、京东商品知识图谱、基于mongodb存储的军事领域知识图谱问答项目、基于远监督的中文关系抽取、语音情感分析、中文ULMFiT-情感分析-文本分类-语料及模型、一个拍照做题程序、世界各国大规模人名库、一个利用有趣中文语料库 qingyun 训练出来的中文聊天机器人、中文聊天机器人seqGAN、省市区镇行政区划数据带拼音标注、教育行业新闻语料库包含自动文摘功能、开放了对话机器人-知识图谱-语义理解-自然语言处理工具及数据、中文知识图谱：基于百度百科中文页面-抽取三元组信息-构建中文知识图谱、masr: 中文语音识别-提供预训练模型-高识别率、Python音频数据增广库、中文全词覆盖BERT及两份阅读理解数据、ConvLab：开源多域端到端对话系统平台、中文自然语言处理数据集、基于最新版本rasa搭建的对话系统、基于TensorFlow和BERT的管道式实体及关系抽取、一个小型的证券知识图谱/知识库、复盘所有NLP比赛的TOP方案、OpenCLaP：多领域开源中文预训练语言模型仓库、UER：基于不同语料+编码器+目标任务的中文预训练模型仓库、中文自然语言处理向量合集、基于金融-司法领域(兼有闲聊性质)的聊天机器人、g2pC：基于上下文的汉语读音自动标记模块、Zincbase 知识图谱构建工具包、诗歌质量评价/细粒度情感诗歌语料库、快速转化「中文数字」和「阿拉伯数字」、百度知道问答语料库、基于知识图谱的问答系统、jieba_fast 加速版的jieba、正则表达式教程、中文阅读理解数据集、基于BERT等最新语言模型的抽取式摘要提取、Python利用深度学习进行文本摘要的综合指南、知识图谱深度学习相关资料整理、维基大规模平行文本语料、StanfordNLP 0.2.0：纯Python版自然语言处理包、NeuralNLP-NeuralClassifier：腾讯开源深度学习文本分类工具、端到端的封闭域对话系统、中文命名实体识别：NeuroNER vs. BertNER、新闻事件线索抽取、2019年百度的三元组抽取比赛：“科学空间队”源码、基于依存句法的开放域文本知识三元组抽取和知识库构建、中文的GPT2训练代码、ML-NLP - 机器学习(Machine Learning)NLP面试中常考到的知识点和代码实现、nlp4han:中文自然语言处理工具集(断句/分词/词性标注/组块/句法分析/语义分析/NER/N元语法/HMM/代词消解/情感分析/拼写检查、XLM：Facebook的跨语言预训练语言模型、用基于BERT的微调和特征提取方法来进行知识图谱百度百科人物词条属性抽取、中文自然语言处理相关的开放任务-数据集-当前最佳结果、CoupletAI - 基于CNN+Bi-LSTM+Attention 的自动对对联系统、抽象知识图谱、MiningZhiDaoQACorpus - 580万百度知道问答数据挖掘项目、brat rapid annotation tool: 序列标注工具、大规模中文知识图谱数据：1.4亿实体、数据增强在机器翻译及其他nlp任务中的应用及效果、allennlp阅读理解:支持多种数据和模型、PDF表格数据提取工具 、 Graphbrain：AI开源软件库和科研工具，目的是促进自动意义提取和文本理解以及知识的探索和推断、简历自动筛选系统、基于命名实体识别的简历自动摘要、中文语言理解测评基准，包括代表性的数据集&基准模型&语料库&排行榜、树洞 OCR 文字识别 、从包含表格的扫描图片中识别表格和文字、语声迁移、Python口语自然语言处理工具集(英文)、 similarity：相似度计算工具包，java编写、海量中文预训练ALBERT模型 、Transformers 2.0 、基于大规模音频数据集Audioset的音频增强 、Poplar：网页版自然语言标注工具、图片文字去除，可用于漫画翻译 、186种语言的数字叫法库、Amazon发布基于知识的人-人开放领域对话数据集 、中文文本纠错模块代码、繁简体转换 、 Python实现的多种文本可读性评价指标、类似于人名/地名/组织机构名的命名体识别数据集 、东南大学《知识图谱》研究生课程(资料)、. 英文拼写检查库 、 wwsearch是企业微信后台自研的全文检索引擎、CHAMELEON：深度学习新闻推荐系统元架构 、 8篇论文梳理BERT相关模型进展与反思、DocSearch：免费文档搜索引擎、 LIDA：轻量交互式对话标注工具 、aili - the fastest in-memory index in the East 东半球最快并发索引 、知识图谱车音工作项目、自然语言生成资源大全 、中日韩分词库mecab的Python接口库、中文文本摘要/关键词提取、汉字字符特征提取器 (featurizer)，提取汉字的特征（发音特征、字形特征）用做深度学习的特征、中文生成任务基准测评 、中文缩写数据集、中文任务基准测评 - 代表性的数据集-基准(预训练)模型-语料库-baseline-工具包-排行榜、PySS3：面向可解释AI的SS3文本分类器机器可视化工具 、中文NLP数据集列表、COPE - 格律诗编辑程序、doccano：基于网页的开源协同多语言文本标注工具 、PreNLP：自然语言预处理库、简单的简历解析器，用来从简历中提取关键信息、用于中文闲聊的GPT2模型：GPT2-chitchat、基于检索聊天机器人多轮响应选择相关资源列表(Leaderboards、Datasets、Papers)、(Colab)抽象文本摘要实现集锦(教程 、词语拼音数据、高效模糊搜索工具、NLP数据增广资源集、微软对话机器人框架 、 GitHub Typo Corpus：大规模GitHub多语言拼写错误/语法错误数据集、TextCluster：短文本聚类预处理模块 Short text cluster、面向语音识别的中文文本规范化、BLINK：最先进的实体链接库、BertPunc：基于BERT的最先进标点修复模型、Tokenizer：快速、可定制的文本词条化库、中文语言理解测评基准，包括代表性的数据集、基准(预训练)模型、语料库、排行榜、spaCy 医学文本挖掘与信息提取 、 NLP任务示例项目代码集、 python拼写检查库、chatbot-list - 行业内关于智能客服、聊天机器人的应用和架构、算法分享和介绍、语音质量评价指标(MOSNet, BSSEval, STOI, PESQ, SRMR)、 用138GB语料训练的法文RoBERTa预训练语言模型 、BERT-NER-Pytorch：三种不同模式的BERT中文NER实验、无道词典 - 有道词典的命令行版本，支持英汉互查和在线查询、2019年NLP亮点回顾、 Chinese medical dialogue data 中文医疗对话数据集 、最好的汉字数字(中文数字)-阿拉伯数字转换工具、 基于百科知识库的中文词语多词义/义项获取与特定句子词语语义消歧、awesome-nlp-sentiment-analysis - 情感分析、情绪原因识别、评价对象和评价词抽取、LineFlow：面向所有深度学习框架的NLP数据高效加载器、中文医学NLP公开资源整理 、MedQuAD：(英文)医学问答数据集、将自然语言数字串解析转换为整数和浮点数、Transfer Learning in Natural Language Processing (NLP) 、面向语音识别的中文/英文发音辞典、Tokenizers：注重性能与多功能性的最先进分词器、CLUENER 细粒度命名实体识别 Fine Grained Named Entity Recognition、 基于BERT的中文命名实体识别、中文谣言数据库、NLP数据集/基准任务大列表、nlp相关的一些论文及代码, 包括主题模型、词向量(Word Embedding)、命名实体识别(NER)、文本分类(Text Classificatin)、文本生成(Text Generation)、文本相似性(Text Similarity)计算等，涉及到各种与nlp相关的算法，基于keras和tensorflow 、Python文本挖掘/NLP实战示例、 Blackstone：面向非结构化法律文本的spaCy pipeline和NLP模型通过同义词替换实现文本“变脸” 、中文 预训练 ELECTREA 模型: 基于对抗学习 pretrain Chinese Model 、albert-chinese-ner - 用预训练语言模型ALBERT做中文NER 、基于GPT2的特定主题文本生成/文本增广、开源预训练语言模型合集、多语言句向量包、编码、标记和实现：一种可控高效的文本生成方法、 英文脏话大列表 、attnvis：GPT2、BERT等transformer语言模型注意力交互可视化、CoVoST：Facebook发布的多语种语音-文本翻译语料库，包括11种语言(法语、德语、荷兰语、俄语、西班牙语、意大利语、土耳其语、波斯语、瑞典语、蒙古语和中文)的语音、文字转录及英文译文、Jiagu自然语言处理工具 - 以BiLSTM等模型为基础，提供知识图谱关系抽取 中文分词 词性标注 命名实体识别 情感分析 新词发现 关键词 文本摘要 文本聚类等功能、用unet实现对文档表格的自动检测，表格重建、NLP事件提取文献资源列表 、 金融领域自然语言处理研究资源大列表、CLUEDatasetSearch - 中英文NLP数据集：搜索所有中文NLP数据集，附常用英文NLP数据集 、medical_NER - 中文医学知识图谱命名实体识别 、(哈佛)讲因果推理的免费书、知识图谱相关学习资料/数据集/工具资源大列表、Forte：灵活强大的自然语言处理pipeline工具集 、Python字符串相似性算法库、PyLaia：面向手写文档分析的深度学习工具包、TextFooler：针对文本分类/推理的对抗文本生成模块、Haystack：灵活、强大的可扩展问答(QA)框架、中文关键短语抽取工具",https://github.com/fighting41love/funNLP,2018-08-21T11:20:39Z,2023-09-21T10:27:13Z,https://zhuanlan.zhihu.com/yangyangfuture,174188,57206,13493,16,57206,Python,,[],True,True,True,True,False,False,False,False,False,master
grafana,"The open and composable observability and data visualization platform. Visualize metrics, logs, and traces from multiple sources like Prometheus, Loki, Elasticsearch, InfluxDB, Postgres and many more. ",https://github.com/grafana/grafana,2013-12-11T15:59:56Z,2023-09-21T11:17:21Z,https://grafana.com,824438,57147,11258,3918,57147,TypeScript,AGPL-3.0,"['alerting', 'analytics', 'business-intelligence', 'dashboard', 'data-visualization', 'elasticsearch', 'go', 'grafana', 'hacktoberfest', 'influxdb', 'metrics', 'monitoring', 'mysql', 'postgres', 'prometheus']",True,True,True,False,False,True,False,False,False,main
shadowsocks-windows,A C# port of shadowsocks,https://github.com/shadowsocks/shadowsocks-windows,2013-01-14T07:54:16Z,2023-09-21T10:54:02Z,,13485,56977,16718,157,56977,C#,NOASSERTION,"['c-sharp', 'proxy', 'shadowsocks']",True,True,True,True,False,True,False,False,False,main
supabase,The open source Firebase alternative. Follow to stay updated about our public Beta.,https://github.com/supabase/supabase,2019-10-12T05:56:49Z,2023-09-21T11:30:24Z,https://supabase.com,1301756,56930,4881,385,56930,TypeScript,Apache-2.0,"['deno', 'embeddings', 'firebase', 'graphql', 'postgres', 'postgresql', 'postgrest', 'realtime', 'supabase', 'vectors', 'websockets']",True,True,True,False,False,True,False,False,False,master
awesome-for-beginners,A list of awesome beginners-friendly projects.,https://github.com/MunGell/awesome-for-beginners,2015-10-24T19:53:36Z,2023-09-21T11:37:21Z,,498,56760,6568,111,56760,,,"['awesome', 'awesome-list', 'beginner-project', 'beginners-friendly', 'list']",True,False,True,False,False,False,False,False,False,main
echarts,"Apache ECharts is a powerful, interactive charting and data visualization library for browser",https://github.com/apache/echarts,2013-04-03T03:18:59Z,2023-09-21T09:07:11Z,https://echarts.apache.org,220712,56384,19567,2392,56384,TypeScript,Apache-2.0,"['apache', 'canvas', 'charting-library', 'charts', 'data-visualization', 'data-viz', 'echarts', 'svg', 'visualization']",True,True,True,True,False,False,False,False,False,master
yt-dlp,A youtube-dl fork with additional features and fixes,https://github.com/yt-dlp/yt-dlp,2020-10-26T04:22:55Z,2023-09-21T11:34:26Z,https://discord.gg/H5MNcFW63r,43100,56349,4605,1303,56349,Python,Unlicense,"['python', 'sponskrub', 'sponsorblock', 'video-downloader', 'youtube-dl', 'youtube-dlc', 'youtube-downloader', 'yt-dlp']",True,True,True,True,True,True,False,False,False,master
javascript-questions,"A long list of (advanced) JavaScript questions, and their explanations :sparkles:  ",https://github.com/lydiahallie/javascript-questions,2019-06-12T08:26:27Z,2023-09-21T11:02:34Z,,4132,56149,8097,10,56149,,MIT,[],True,True,True,True,False,False,False,False,False,master
strapi,"🚀 Strapi is the leading open-source headless CMS. It’s 100% JavaScript/TypeScript, fully customizable and developer-first.",https://github.com/strapi/strapi,2015-09-30T15:34:48Z,2023-09-21T09:44:16Z,https://strapi.io,454486,56105,6925,462,56105,JavaScript,NOASSERTION,"['api', 'cms', 'cms-framework', 'content-management', 'content-management-system', 'customizable', 'dashboard', 'graphql', 'hacktoberfest', 'hacktoberfest2022', 'headless-cms', 'jamstack', 'javascript', 'koa', 'koa2', 'mysql', 'nodejs', 'rest', 'strapi', 'typescript']",True,True,True,False,True,False,False,False,False,main
HowToCook,程序员在家做饭方法指南。Programmer's guide about how to cook at home (Chinese only).,https://github.com/Anduin2017/HowToCook,2020-02-29T10:43:49Z,2023-09-21T10:48:30Z,https://cook.aiurs.co,402222,56001,7911,365,56001,Shell,Unlicense,"['chinese', 'cookbook', 'cooking', 'dishes', 'recipes']",True,False,True,False,True,True,False,False,False,master
awesome-public-datasets,A topic-centric list of HQ open datasets.,https://github.com/awesomedata/awesome-public-datasets,2014-11-20T06:20:50Z,2023-09-21T10:54:53Z,https://awesomedataworld.slack.com,1003,55956,9520,125,55956,,MIT,"['aaron-swartz', 'awesome-public-datasets', 'datasets', 'opendata']",True,False,True,False,False,False,False,False,False,master
scikit-learn,scikit-learn: machine learning in Python,https://github.com/scikit-learn/scikit-learn,2010-08-17T09:43:38Z,2023-09-21T11:26:54Z,https://scikit-learn.org,159283,55881,24667,2240,55881,Python,BSD-3-Clause,"['data-analysis', 'data-science', 'machine-learning', 'python', 'statistics']",True,True,True,True,False,True,False,False,False,main
cpython,The Python programming language,https://github.com/python/cpython,2017-02-10T19:23:51Z,2023-09-21T08:55:49Z,https://www.python.org/,575953,55810,27697,8543,55810,Python,NOASSERTION,[],True,True,True,False,False,False,False,False,False,main
Apollo-11,Original Apollo 11 Guidance Computer (AGC) source code for the command and lunar modules.,https://github.com/chrislgarry/Apollo-11,2014-04-03T15:45:02Z,2023-09-20T14:43:25Z,,2957,55442,6877,139,55442,Assembly,NOASSERTION,"['agc', 'apollo', 'hacktoberfest', 'nasa']",True,True,True,True,False,False,False,False,False,master
html5-boilerplate,"A professional front-end template for building fast, robust, and adaptable web apps or sites.",https://github.com/h5bp/html5-boilerplate,2010-01-24T18:03:24Z,2023-09-21T10:32:46Z,https://html5boilerplate.com/,22266,55252,12416,8,55252,JavaScript,MIT,"['best-practices', 'css', 'html', 'html5', 'html5-boilerplate', 'javascript', 'robust']",True,False,True,True,False,True,False,False,False,main
excalidraw,Virtual whiteboard for sketching hand-drawn like diagrams,https://github.com/excalidraw/excalidraw,2020-01-02T01:04:43Z,2023-09-21T11:23:43Z,https://excalidraw.com,44913,55076,4823,1203,55076,TypeScript,MIT,"['canvas', 'collaboration', 'diagrams', 'drawing', 'productivity', 'whiteboard']",True,True,True,False,False,True,False,False,False,master
playwright,"Playwright is a framework for Web Testing and Automation. It allows testing Chromium, Firefox and WebKit with a single API. ",https://github.com/microsoft/playwright,2019-11-15T18:32:42Z,2023-09-21T11:43:53Z,https://playwright.dev,151617,55024,3017,715,55024,TypeScript,Apache-2.0,"['automation', 'chrome', 'chromium', 'e2e-testing', 'electron', 'firefox', 'javascript', 'playwright', 'testing', 'web', 'webkit']",True,False,True,False,False,True,False,False,False,main
gatsby,"The best React-based framework with performance, scalability and security built in.",https://github.com/gatsbyjs/gatsby,2015-05-21T22:43:05Z,2023-09-21T07:55:24Z,https://www.gatsbyjs.com,1127287,54718,10574,281,54718,JavaScript,MIT,"['blog', 'compiler', 'gatsby', 'graphql', 'react', 'static-site-generator', 'web-app']",True,True,True,False,False,True,False,False,False,master
hoppscotch,👽 Open source API development ecosystem - https://hoppscotch.io,https://github.com/hoppscotch/hoppscotch,2019-08-21T13:15:24Z,2023-09-21T11:24:42Z,https://hoppscotch.io,71281,54608,3748,180,54608,TypeScript,MIT,"['api', 'api-client', 'api-rest', 'api-testing', 'developer-tools', 'graphql', 'hacktoberfest', 'http', 'http-client', 'pwa', 'rest', 'rest-api', 'spa', 'testing', 'testing-tools', 'tools', 'vue', 'vuejs', 'websocket']",True,True,True,True,False,True,False,False,False,main
fzf,:cherry_blossom: A command-line fuzzy finder,https://github.com/junegunn/fzf,2013-10-23T16:04:23Z,2023-09-21T09:09:17Z,,5157,54418,2237,340,54418,Go,MIT,"['bash', 'cli', 'fish', 'fzf', 'go', 'neovim', 'tmux', 'unix', 'vim', 'zsh']",True,False,True,True,False,True,False,False,False,master
syncthing,Open Source Continuous File Synchronization,https://github.com/syncthing/syncthing,2013-11-26T09:48:21Z,2023-09-21T11:06:11Z,https://forum.syncthing.net/,124645,54394,3879,335,54394,Go,MPL-2.0,"['go', 'p2p', 'peer-to-peer', 'synchronization']",True,True,True,True,False,False,False,False,False,main
superset,Apache Superset is a Data Visualization and Data Exploration Platform,https://github.com/apache/superset,2015-07-21T18:55:34Z,2023-09-21T10:45:42Z,https://superset.apache.org/,529922,54239,11302,1488,54239,TypeScript,Apache-2.0,"['analytics', 'apache', 'apache-superset', 'asf', 'bi', 'business-analytics', 'business-intelligence', 'data-analysis', 'data-analytics', 'data-engineering', 'data-science', 'data-visualization', 'data-viz', 'flask', 'python', 'react', 'sql-editor', 'superset']",True,True,True,True,True,True,False,False,False,master
manim,Animation engine for explanatory math videos,https://github.com/3b1b/manim,2015-03-22T18:50:58Z,2023-09-21T08:58:40Z,,75821,53778,5468,392,53778,Python,MIT,"['3b1b-videos', 'animation', 'explanatory-math-videos', 'python']",True,True,True,True,True,True,False,False,False,master
element,A Vue.js 2.0 UI Toolkit for Web,https://github.com/ElemeFE/element,2016-09-03T06:19:26Z,2023-09-21T07:32:39Z,https://element.eleme.io/,94400,53678,14673,2629,53678,Vue,MIT,"['components', 'element-ui', 'javascript', 'ui-kit', 'vue', 'vue-components', 'vuejs']",True,True,True,True,True,True,False,False,False,dev
